3508;Nagyváradi             
3530;Nagyváthy János        
3531;Nagyváthy János        
3508;Nándorfehérvári        
3531;Nap                    
3525;Napfény
3525;Napfürdő               
3533;Napos
3533;Naposdomb
3525;Napraforgó             
3525;Napsugár
3529;Nárcisz                
3530;Nefelejcs              
3533;Negyedik               
3508;Negyvennyolcas         
3532;Nemzetőr               
3525;Nimród                 
3534;Nyár                   
3533;Nyárfa                 
3531;Nyírfa                 
3529;Nyíri Dániel           
3533;Nyírjes
3521;Nyírjes                
3519;Nyitrai                
3533;Nyolcadik              
3533;Ó                      
3533;Ógyár                  
3533;Olvasztár              
3517;Ómassa                 
3533;Orgona                 
3531;Orsó                   
3528;Ottlik Géza
3521;Óvoda                  
3533;Örömhegy
3533;Örös                   
3532;Örs                    
3533;Ötödik                 
3535;Őz                     
3532;Őzugró                 
3525;Pacsirta               
3534;Páfrány                
3533;Pajtás                 
3519;Pákozd                 
3532;Pál                    
3508;Palánt                 
3525;Pallós                 
3534;Pálma                  
3525;Palóczy László         
3517;Palota                 
3528;Páncél                 
3508;Panoráma
3535;Papír                  
3530;Papszer                
3529;Park                   
3535;Partos                 
3525;Patak                  
3524;Pattantyús Ábrahám Géza
3519;Páva                   
3517;Pávai Vajna Ferenc     
3519;Pazár István           
3530;Pázmány                
3527;Pázsit                 
3535;Pecérvölgy
3518;Péch Antal             
3529;Perczel Mór            
3519;Perzsák
3516;Pesti              
3508;Pesti          
3529;Petneházy Dávid        
3530;Petőfi                 
3526;Petőfi Sándor          
3530;Petőfi Sándor          
3527;Pfaff Ferenc
3528;Pilinszky
3525;Pilis                  
3508;Pillangó               
3525;Pintes                 
3521;Pipacs                 
3517;Pisztrángtelep
3533;Pitypang
3519;Platán
3533;Pléh Sándor            
3521;Pólya Jenő             
3528;Poprád                 
3528;Pósa Lajos             
3521;Posta                  
3526;Pozsonyi               
3516;Pöltenberg Ernő        
3525;Prizma
3508;Próbatétel
3517;Puskaporos             
3535;Puskás Tivadar         
3533;Puskin                 
3508;Pusztaszeri            
3518;Pünkösdhegy
3519;Püspöklak              
3528;Rába                   
3532;Rácz Ádám              
3530;Rácz György            
3528;Radnóti Miklós         
3521;Rák                    
3530;Rákóczi Ferenc         
3528;Régész                 
3525;Régiposta              
3531;Reisinger Ferenc       
3530;Reményi Ede            
3526;Repülőtéri             
3528;Rét                    
3521;Retek                  
3532;Réz                    
3516;Rezeda
3519;Rézműves
3535;Rigó                   
3508;Rigófütty
3519;Rimaszombati           
3526;Robert Bosch
3508;Rodostó                
3534;Róna                   
3535;Rozgonyi Piroska       
3508;Rozmaring              
3535;Rózsa         
3501;Rózsás                 
3501;Rózsás Lang            
3516;Rózsavölgyi            
3519;Rozsnyói               
3519;Ruttkay György         
3531;Ruzsini                
3531;Ruzsinszőlő            
3508;Sáfrány
3527;Sajó                   
3527;Sajószigeti            
3531;Salétrom               
3529;Sályi István           
3533;Sándor                 
3530;Sarolta                
3521;Sárosi Gyula           
3535;Sas                    
3533;Sás                    
3508;Sátor                  
3531;Schweidel József       
3517;Sebesvíz
3508;Segesvári              
3525;Sellő                 
3519;Sellő                  
3519;Selmeci                
3527;Selyemrét              
3529;Semmelweis Ignác       
3530;Serház                 
3533;Sétány                 
3529;Sibrik Miklós          
3528;Sik                    
3516;Simándy Pál            
3528;Sió                    
3508;Síp                    
3519;Sirály                 
3527;Soltész Nagy Kálmán    
3529;Soltész Nagy Kálmán    
3530;Soltész Nagy Kálmán    
3525;Sólyom                 
3518;Som                    
3521;Somlay Artur           
3535;Somlyó Zoltán          
3527;Sorompó                
3533;Sportliget             
3534;Stadion                
3528;Stromfeld Aurél        
3534;Sugár                  
3508;Sütő János             
3501;Szabadka               
3532;Szabadság              
3529;Szabadságharc          
3517;Szabadság-kút
3516;Szabó Ervin            
