CODE;NUTS_3
BBG3121;MT001
BBG3141;MT001
BBG3151;MT001
BBG3200;MT001
BBG3211;MT001
BBG3220;MT001
BBG3221;MT001
BBG9010;MT001
BBG9014;MT001
BBG9015;MT001
BBG9018;MT001
BBG9019;MT001
BBG9034;MT001
BBG9035;MT001
BKR1010;MT001
BKR1011;MT001
BKR1012;MT001
BKR1013;MT001
BKR1014;MT001
BKR1015;MT001
BKR1016;MT001
BKR1017;MT001
BKR1018;MT001
BKR1019;MT001
BKR1020;MT001
BKR1021;MT001
BKR1023;MT001
BKR1030;MT001
BKR1031;MT001
BKR1032;MT001
BKR1033;MT001
BKR1040;MT001
BKR1041;MT001
BKR1042;MT001
BKR1043;MT001
BKR1050;MT001
BKR1051;MT001
BKR1061;MT001
BKR1070;MT001
BKR1071;MT001
BKR1072;MT001
BKR1073;MT001
BKR1100;MT001
BKR1101;MT001
BKR1102;MT001
BKR1103;MT001
BKR1104;MT001
BKR1105;MT001
BKR1106;MT001
BKR1107;MT001
BKR1108;MT001
BKR1109;MT001
BKR1111;MT001
BKR1112;MT001
BKR1113;MT001
BKR1114;MT001
BKR1115;MT001
BKR1116;MT001
BKR1117;MT001
BKR1118;MT001
BKR1119;MT001
BKR1130;MT001
BKR1131;MT001
BKR1132;MT001
BKR1133;MT001
BKR1134;MT001
BKR1135;MT001
BKR1136;MT001
BKR1137;MT001
BKR1138;MT001
BKR1139;MT001
BKR1140;MT001
BKR1141;MT001
BKR1150;MT001
BKR1151;MT001
BKR1152;MT001
BKR1153;MT001
BKR1154;MT001
BKR1155;MT001
BKR1156;MT001
BKR1157;MT001
BKR1158;MT001
BKR1170;MT001
BKR1171;MT001
BKR1172;MT001
BKR1173;MT001
BKR1174;MT001
BKR1175;MT001
BKR1176;MT001
BKR1177;MT001
BKR1179;MT001
BKR1180;MT001
BKR1181;MT001
BKR1182;MT001
BKR1183;MT001
BKR1200;MT001
BKR1201;MT001
BKR1202;MT001
BKR1203;MT001
BKR1204;MT001
BKR1205;MT001
BKR1206;MT001
BKR1207;MT001
BKR1208;MT001
BKR1209;MT001
BKR1210;MT001
BKR1211;MT001
BKR1212;MT001
BKR1213;MT001
BKR1214;MT001
BKR1215;MT001
BKR1216;MT001
BKR1217;MT001
BKR1218;MT001
BKR1219;MT001
BKR1220;MT001
BKR1221;MT001
BKR1222;MT001
BKR1223;MT001
BKR1230;MT001
BKR1231;MT001
BKR1232;MT001
BKR1233;MT001
BKR1234;MT001
BKR1235;MT001
BKR1236;MT001
BKR1237;MT001
BKR1238;MT001
BKR1239;MT001
BKR1240;MT001
BKR1241;MT001
BKR1242;MT001
BKR1243;MT001
BKR1244;MT001
BKR1245;MT001
BKR1246;MT001
BKR1247;MT001
BKR1248;MT001
BKR1249;MT001
BKR1250;MT001
BKR1251;MT001
BKR1252;MT001
BKR1253;MT001
BKR1254;MT001
BKR1255;MT001
BKR1256;MT001
BKR1257;MT001
BKR1258;MT001
BKR1259;MT001
BKR1260;MT001
BKR1261;MT001
BKR1262;MT001
BKR1263;MT001
BKR1264;MT001
BKR1265;MT001
BKR1266;MT001
BKR1267;MT001
